species,label_idx,filepath,group,fold
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_280_aug.jpg,Turdus merula,4
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_281_aug.jpg,Delichon urbicum,4
Carduelis carduelis,0,Emberiza_calandra/Emberiza_calandra_282_aug.jpg,Carduelis carduelis,0
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_283_aug.jpg,Ciconia ciconia,1
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_284_aug.jpg,Delichon urbicum,4
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_285_aug.jpg,Turdus merula,4
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_286_aug.jpg,Passer domesticus,3
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_287_aug.jpg,Ciconia ciconia,1
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_288_aug.jpg,Delichon urbicum,4
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_289_aug.jpg,Emberiza calandra,3
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_28_aug.jpg,Delichon urbicum,4
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_290_aug.jpg,Ciconia ciconia,1
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_291_aug.jpg,Turdus merula,4
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_292_aug.jpg,Passer domesticus,3
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_293_aug.jpg,Streptopelia decaocto,4
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_294_aug.jpg,Streptopelia decaocto,4
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_295_aug.jpg,Ciconia ciconia,1
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_296_aug.jpg,Sturnus unicolor,2
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_297_aug.jpg,Streptopelia decaocto,4
Columba livia,2,Emberiza_calandra/Emberiza_calandra_298_aug.jpg,Columba livia,2
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_299_aug.jpg,Ciconia ciconia,1
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_29_aug.jpg,Serinus serinus,1
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_2_aug.jpg,Delichon urbicum,4
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_300_aug.jpg,Delichon urbicum,4
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_301_aug.jpg,Sturnus unicolor,2
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_302_aug.jpg,Passer domesticus,3
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_303_aug.jpg,Streptopelia decaocto,4
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_304_aug.jpg,Serinus serinus,1
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_305_aug.jpg,Passer domesticus,3
Columba livia,2,Emberiza_calandra/Emberiza_calandra_306_aug.jpg,Columba livia,2
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_307_aug.jpg,Serinus serinus,1
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_308_aug.jpg,Ciconia ciconia,1
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_309_aug.jpg,Serinus serinus,1
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_30_aug.jpg,Passer domesticus,3
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_310_aug.jpg,Ciconia ciconia,1
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_311_aug.jpg,Turdus merula,4
Columba livia,2,Emberiza_calandra/Emberiza_calandra_312_aug.jpg,Columba livia,2
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_313_aug.jpg,Delichon urbicum,4
Columba livia,2,Emberiza_calandra/Emberiza_calandra_314_aug.jpg,Columba livia,2
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_315_aug.jpg,Streptopelia decaocto,4
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_316_aug.jpg,Hirundo rustica,0
Columba livia,2,Emberiza_calandra/Emberiza_calandra_317_aug.jpg,Columba livia,2
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_318_aug.jpg,Emberiza calandra,3
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_319_aug.jpg,Ciconia ciconia,1
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_31_aug.jpg,Ciconia ciconia,1
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_320_aug.jpg,Ciconia ciconia,1
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_321_aug.jpg,Passer domesticus,3
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_322_aug.jpg,Emberiza calandra,3
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_323_aug.jpg,Passer domesticus,3
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_324_aug.jpg,Streptopelia decaocto,4
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_325_aug.jpg,Turdus merula,4
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_326_aug.jpg,Ciconia ciconia,1
Carduelis carduelis,0,Emberiza_calandra/Emberiza_calandra_327_aug.jpg,Carduelis carduelis,0
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_328_aug.jpg,Hirundo rustica,0
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_329_aug.jpg,Streptopelia decaocto,4
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_32_aug.jpg,Streptopelia decaocto,4
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_330_aug.jpg,Hirundo rustica,0
Carduelis carduelis,0,Emberiza_calandra/Emberiza_calandra_331_aug.jpg,Carduelis carduelis,0
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_332_aug.jpg,Serinus serinus,1
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_333_aug.jpg,Passer domesticus,3
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_334_aug.jpg,Delichon urbicum,4
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_335_aug.jpg,Turdus merula,4
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_336_aug.jpg,Hirundo rustica,0
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_337_aug.jpg,Hirundo rustica,0
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_338_aug.jpg,Emberiza calandra,3
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_339_aug.jpg,Sturnus unicolor,2
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_33_aug.jpg,Serinus serinus,1
Carduelis carduelis,0,Emberiza_calandra/Emberiza_calandra_340_aug.jpg,Carduelis carduelis,0
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_341_aug.jpg,Sturnus unicolor,2
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_342_aug.jpg,Turdus merula,4
Carduelis carduelis,0,Emberiza_calandra/Emberiza_calandra_343_aug.jpg,Carduelis carduelis,0
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_344_aug.jpg,Turdus merula,4
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_345_aug.jpg,Ciconia ciconia,1
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_346_aug.jpg,Turdus merula,4
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_347_aug.jpg,Emberiza calandra,3
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_348_aug.jpg,Delichon urbicum,4
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_349_aug.jpg,Serinus serinus,1
Carduelis carduelis,0,Emberiza_calandra/Emberiza_calandra_34_aug.jpg,Carduelis carduelis,0
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_350_aug.jpg,Passer domesticus,3
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_351_aug.jpg,Ciconia ciconia,1
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_352_aug.jpg,Streptopelia decaocto,4
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_353_aug.jpg,Ciconia ciconia,1
Columba livia,2,Emberiza_calandra/Emberiza_calandra_354_aug.jpg,Columba livia,2
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_355_aug.jpg,Emberiza calandra,3
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_356_aug.jpg,Passer domesticus,3
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_357_aug.jpg,Streptopelia decaocto,4
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_358_aug.jpg,Delichon urbicum,4
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_359_aug.jpg,Delichon urbicum,4
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_35_aug.jpg,Serinus serinus,1
Carduelis carduelis,0,Emberiza_calandra/Emberiza_calandra_360_aug.jpg,Carduelis carduelis,0
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_361_aug.jpg,Delichon urbicum,4
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_362_aug.jpg,Sturnus unicolor,2
Columba livia,2,Emberiza_calandra/Emberiza_calandra_363_aug.jpg,Columba livia,2
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_364_aug.jpg,Turdus merula,4
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_365_aug.jpg,Serinus serinus,1
Carduelis carduelis,0,Emberiza_calandra/Emberiza_calandra_366_aug.jpg,Carduelis carduelis,0
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_367_aug.jpg,Passer domesticus,3
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_368_aug.jpg,Passer domesticus,3
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_369_aug.jpg,Sturnus unicolor,2
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_36_aug.jpg,Streptopelia decaocto,4
Columba livia,2,Emberiza_calandra/Emberiza_calandra_370_aug.jpg,Columba livia,2
Columba livia,2,Emberiza_calandra/Emberiza_calandra_371_aug.jpg,Columba livia,2
Carduelis carduelis,0,Emberiza_calandra/Emberiza_calandra_372_aug.jpg,Carduelis carduelis,0
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_373_aug.jpg,Streptopelia decaocto,4
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_374_aug.jpg,Emberiza calandra,3
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_375_aug.jpg,Hirundo rustica,0
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_376_aug.jpg,Hirundo rustica,0
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_377_aug.jpg,Sturnus unicolor,2
Columba livia,2,Emberiza_calandra/Emberiza_calandra_378_aug.jpg,Columba livia,2
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_379_aug.jpg,Turdus merula,4
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_37_aug.jpg,Sturnus unicolor,2
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_380_aug.jpg,Streptopelia decaocto,4
Carduelis carduelis,0,Emberiza_calandra/Emberiza_calandra_381_aug.jpg,Carduelis carduelis,0
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_382_aug.jpg,Hirundo rustica,0
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_383_aug.jpg,Passer domesticus,3
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_384_aug.jpg,Passer domesticus,3
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_385_aug.jpg,Turdus merula,4
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_386_aug.jpg,Emberiza calandra,3
Carduelis carduelis,0,Emberiza_calandra/Emberiza_calandra_387_aug.jpg,Carduelis carduelis,0
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_388_aug.jpg,Passer domesticus,3
Columba livia,2,Emberiza_calandra/Emberiza_calandra_389_aug.jpg,Columba livia,2
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_38_aug.jpg,Serinus serinus,1
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_390_aug.jpg,Turdus merula,4
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_391_aug.jpg,Streptopelia decaocto,4
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_392_aug.jpg,Delichon urbicum,4
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_393_aug.jpg,Hirundo rustica,0
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_394_aug.jpg,Emberiza calandra,3
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_395_aug.jpg,Emberiza calandra,3
Columba livia,2,Emberiza_calandra/Emberiza_calandra_396_aug.jpg,Columba livia,2
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_397_aug.jpg,Streptopelia decaocto,4
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_398_aug.jpg,Passer domesticus,3
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_399_aug.jpg,Emberiza calandra,3
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_39_aug.jpg,Sturnus unicolor,2
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_3_aug.jpg,Emberiza calandra,3
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_400_aug.jpg,Passer domesticus,3
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_401_aug.jpg,Ciconia ciconia,1
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_402_aug.jpg,Passer domesticus,3
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_403_aug.jpg,Sturnus unicolor,2
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_404_aug.jpg,Passer domesticus,3
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_405_aug.jpg,Emberiza calandra,3
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_406_aug.jpg,Serinus serinus,1
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_407_aug.jpg,Ciconia ciconia,1
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_408_aug.jpg,Hirundo rustica,0
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_409_aug.jpg,Serinus serinus,1
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_40_aug.jpg,Turdus merula,4
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_410_aug.jpg,Ciconia ciconia,1
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_411_aug.jpg,Streptopelia decaocto,4
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_412_aug.jpg,Emberiza calandra,3
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_413_aug.jpg,Ciconia ciconia,1
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_414_aug.jpg,Passer domesticus,3
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_415_aug.jpg,Streptopelia decaocto,4
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_416_aug.jpg,Turdus merula,4
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_417_aug.jpg,Delichon urbicum,4
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_418_aug.jpg,Turdus merula,4
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_419_aug.jpg,Streptopelia decaocto,4
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_41_aug.jpg,Passer domesticus,3
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_420_aug.jpg,Emberiza calandra,3
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_421_aug.jpg,Delichon urbicum,4
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_422_aug.jpg,Turdus merula,4
Columba livia,2,Emberiza_calandra/Emberiza_calandra_423_aug.jpg,Columba livia,2
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_424_aug.jpg,Sturnus unicolor,2
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_425_aug.jpg,Passer domesticus,3
Carduelis carduelis,0,Emberiza_calandra/Emberiza_calandra_426_aug.jpg,Carduelis carduelis,0
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_427_aug.jpg,Turdus merula,4
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_428_aug.jpg,Sturnus unicolor,2
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_429_aug.jpg,Hirundo rustica,0
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_42_aug.jpg,Hirundo rustica,0
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_430_aug.jpg,Hirundo rustica,0
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_431_aug.jpg,Emberiza calandra,3
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_432_aug.jpg,Delichon urbicum,4
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_433_aug.jpg,Turdus merula,4
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_434_aug.jpg,Passer domesticus,3
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_435_aug.jpg,Delichon urbicum,4
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_436_aug.jpg,Turdus merula,4
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_437_aug.jpg,Streptopelia decaocto,4
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_438_aug.jpg,Streptopelia decaocto,4
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_439_aug.jpg,Hirundo rustica,0
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_43_aug.jpg,Ciconia ciconia,1
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_440_aug.jpg,Streptopelia decaocto,4
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_441_aug.jpg,Hirundo rustica,0
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_442_aug.jpg,Hirundo rustica,0
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_443_aug.jpg,Streptopelia decaocto,4
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_444_aug.jpg,Sturnus unicolor,2
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_445_aug.jpg,Delichon urbicum,4
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_446_aug.jpg,Sturnus unicolor,2
Columba livia,2,Emberiza_calandra/Emberiza_calandra_447_aug.jpg,Columba livia,2
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_448_aug.jpg,Hirundo rustica,0
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_449_aug.jpg,Passer domesticus,3
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_44_aug.jpg,Sturnus unicolor,2
Carduelis carduelis,0,Emberiza_calandra/Emberiza_calandra_450_aug.jpg,Carduelis carduelis,0
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_451_aug.jpg,Ciconia ciconia,1
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_452_aug.jpg,Delichon urbicum,4
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_453_aug.jpg,Emberiza calandra,3
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_454_aug.jpg,Streptopelia decaocto,4
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_455_aug.jpg,Delichon urbicum,4
Carduelis carduelis,0,Emberiza_calandra/Emberiza_calandra_456_aug.jpg,Carduelis carduelis,0
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_457_aug.jpg,Serinus serinus,1
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_458_aug.jpg,Delichon urbicum,4
Carduelis carduelis,0,Emberiza_calandra/Emberiza_calandra_459_aug.jpg,Carduelis carduelis,0
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_45_aug.jpg,Hirundo rustica,0
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_460_aug.jpg,Ciconia ciconia,1
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_461_aug.jpg,Emberiza calandra,3
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_462_aug.jpg,Serinus serinus,1
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_463_aug.jpg,Passer domesticus,3
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_464_aug.jpg,Turdus merula,4
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_465_aug.jpg,Hirundo rustica,0
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_466_aug.jpg,Passer domesticus,3
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_467_aug.jpg,Serinus serinus,1
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_468_aug.jpg,Turdus merula,4
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_469_aug.jpg,Sturnus unicolor,2
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_46_aug.jpg,Serinus serinus,1
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_470_aug.jpg,Passer domesticus,3
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_471_aug.jpg,Passer domesticus,3
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_472_aug.jpg,Ciconia ciconia,1
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_473_aug.jpg,Turdus merula,4
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_474_aug.jpg,Ciconia ciconia,1
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_475_aug.jpg,Emberiza calandra,3
Columba livia,2,Emberiza_calandra/Emberiza_calandra_476_aug.jpg,Columba livia,2
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_477_aug.jpg,Delichon urbicum,4
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_478_aug.jpg,Sturnus unicolor,2
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_479_aug.jpg,Hirundo rustica,0
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_47_aug.jpg,Emberiza calandra,3
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_480_aug.jpg,Ciconia ciconia,1
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_481_aug.jpg,Delichon urbicum,4
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_482_aug.jpg,Streptopelia decaocto,4
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_483_aug.jpg,Passer domesticus,3
Columba livia,2,Emberiza_calandra/Emberiza_calandra_484_aug.jpg,Columba livia,2
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_485_aug.jpg,Passer domesticus,3
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_486_aug.jpg,Hirundo rustica,0
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_487_aug.jpg,Ciconia ciconia,1
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_488_aug.jpg,Ciconia ciconia,1
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_489_aug.jpg,Serinus serinus,1
Columba livia,2,Emberiza_calandra/Emberiza_calandra_48_aug.jpg,Columba livia,2
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_490_aug.jpg,Delichon urbicum,4
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_491_aug.jpg,Streptopelia decaocto,4
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_492_aug.jpg,Serinus serinus,1
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_493_aug.jpg,Passer domesticus,3
Columba livia,2,Emberiza_calandra/Emberiza_calandra_494_aug.jpg,Columba livia,2
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_495_aug.jpg,Emberiza calandra,3
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_496_aug.jpg,Hirundo rustica,0
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_497_aug.jpg,Emberiza calandra,3
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_498_aug.jpg,Sturnus unicolor,2
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_499_aug.jpg,Hirundo rustica,0
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_49_aug.jpg,Streptopelia decaocto,4
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_4_aug.jpg,Sturnus unicolor,2
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_500_aug.jpg,Emberiza calandra,3
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_501_aug.jpg,Passer domesticus,3
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_502_aug.jpg,Streptopelia decaocto,4
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_503_aug.jpg,Delichon urbicum,4
Carduelis carduelis,0,Emberiza_calandra/Emberiza_calandra_504_aug.jpg,Carduelis carduelis,0
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_505_aug.jpg,Hirundo rustica,0
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_507_aug.jpg,Serinus serinus,1
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_508_aug.jpg,Passer domesticus,3
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_509_aug.jpg,Passer domesticus,3
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_50_aug.jpg,Sturnus unicolor,2
Ciconia ciconia,1,Emberiza_calandra/Emberiza_calandra_510_aug.jpg,Ciconia ciconia,1
Passer domesticus,6,Emberiza_calandra/Emberiza_calandra_511_aug.jpg,Passer domesticus,3
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_512_aug.jpg,Turdus merula,4
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_513_aug.jpg,Serinus serinus,1
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_514_aug.jpg,Serinus serinus,1
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_515_aug.jpg,Hirundo rustica,0
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_516_aug.jpg,Emberiza calandra,3
Streptopelia decaocto,8,Emberiza_calandra/Emberiza_calandra_517_aug.jpg,Streptopelia decaocto,4
Hirundo rustica,5,Emberiza_calandra/Emberiza_calandra_518_aug.jpg,Hirundo rustica,0
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_519_aug.jpg,Sturnus unicolor,2
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_51_aug.jpg,Delichon urbicum,4
Columba livia,2,Emberiza_calandra/Emberiza_calandra_520_aug.jpg,Columba livia,2
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_521_aug.jpg,Delichon urbicum,4
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_522_aug.jpg,Delichon urbicum,4
Turdus merula,10,Emberiza_calandra/Emberiza_calandra_523_aug.jpg,Turdus merula,4
Delichon urbicum,3,Emberiza_calandra/Emberiza_calandra_524_aug.jpg,Delichon urbicum,4
Serinus serinus,7,Emberiza_calandra/Emberiza_calandra_525_aug.jpg,Serinus serinus,1
Sturnus unicolor,9,Emberiza_calandra/Emberiza_calandra_526_aug.jpg,Sturnus unicolor,2
Emberiza calandra,4,Emberiza_calandra/Emberiza_calandra_527_aug.jpg,Emberiza calandra,3
Carduelis carduelis,0,Emberiza_calandra/Emberiza_calandra_528_aug.jpg,Carduelis carduelis,0
